order_item_id,order_id,menu_id,quantity,item_price,item_total
13492673,5997451,7,1,2.99,2.99
22365328,9940485,7,1,2.99,2.99
20014510,8896203,7,1,2.99,2.99
2153320,958330,7,1,2.99,2.99
6403929,2848061,7,1,2.99,2.99
20229602,8991932,7,1,2.99,2.99
22166302,9852058,7,1,2.99,2.99
22406006,9958495,7,1,2.99,2.99
13479786,5991817,7,1,2.99,2.99
2056495,914920,7,1,2.99,2.99
8980531,3992610,7,1,2.99,2.99
8859312,3938598,7,1,2.99,2.99
10897279,4845625,7,1,2.99,2.99
8775085,3901157,7,1,2.99,2.99
17643987,7842533,7,1,2.99,2.99
10985517,4884934,7,1,2.99,2.99
6593721,2932355,7,1,2.99,2.99
13313477,5918043,7,2,2.99,5.98
1978912,880473,7,2,2.99,5.98
10999758,4891270,7,2,2.99,5.98
15487126,6883767,7,4,2.99,11.96
25306612,11246455,7,1,4.99,4.99
26973609,11986958,7,1,4.99,4.99
30274661,13453813,7,1,4.99,4.99
27644243,12284773,7,1,4.99,4.99
23665405,10517788,7,1,4.99,4.99
28887486,12837244,7,1,4.99,4.99
25867733,11495465,7,1,4.99,4.99
25693920,11418306,7,1,4.99,4.99
26560265,11803172,7,1,4.99,4.99
30271835,13452564,7,1,4.99,4.99
24421133,10853442,7,1,4.99,4.99
28210836,12536360,7,1,4.99,4.99
23929137,10634822,7,1,4.99,4.99
23796199,10575963,7,1,4.99,4.99
26469177,11762682,7,1,4.99,4.99
27702870,12310809,7,1,4.99,4.99
24974492,11099078,7,1,4.99,4.99
29524764,13120245,7,1,4.99,4.99
27888774,12393607,7,1,4.99,4.99
26222132,11652762,7,1,4.99,4.99
29705496,13200567,7,1,4.99,4.99
25800786,11465702,7,1,4.99,4.99
26447934,11753285,7,1,4.99,4.99
27469407,12207194,7,1,4.99,4.99
26071624,11585940,7,1,4.99,4.99
27106637,12046180,7,1,4.99,4.99
27087417,12037625,7,1,4.99,4.99
29632335,13167993,7,1,4.99,4.99
23590459,10484431,7,1,4.99,4.99
28014777,12449246,7,1,4.99,4.99
25498129,11331447,7,2,4.99,9.98
23706823,10536152,7,2,4.99,9.98
22762418,10116469,7,2,4.99,9.98
27229180,12100552,7,4,4.99,19.96
17670796,7854516,8,5,3.99,19.95
28481497,12656624,8,5,5.99,29.95
6533653,2905723,8,3,3.99,11.97
22852112,10156382,8,3,5.99,17.97
29689240,13193293,8,3,5.99,17.97
4330399,1926047,8,1,3.99,3.99
6549444,2912721,8,1,3.99,3.99
22151873,9845784,8,1,3.99,3.99
6677768,2969694,8,1,3.99,3.99
19978739,8880345,8,1,3.99,3.99
8793327,3909257,8,1,3.99,3.99
2056497,914920,8,1,3.99,3.99
17890333,7951849,8,1,3.99,3.99
1920598,854566,8,1,3.99,3.99
11108424,4939602,8,2,3.99,7.98
15426113,6856573,8,2,3.99,7.98
22130818,9836496,8,2,3.99,7.98
8762207,3895396,8,4,3.99,15.96
23699165,10532822,8,1,5.99,5.99
27314731,12138612,8,1,5.99,5.99
27852060,12377240,8,1,5.99,5.99
25898977,11509318,8,1,5.99,5.99
27630301,12278668,8,1,5.99,5.99
27619946,12274092,8,1,5.99,5.99
25761818,11448471,8,1,5.99,5.99
24115095,10717734,8,1,5.99,5.99
28330933,12589875,8,1,5.99,5.99
29555646,13133992,8,1,5.99,5.99
28535588,12680764,8,1,5.99,5.99
24928153,11078609,8,1,5.99,5.99
23502806,10445529,8,1,5.99,5.99
26807740,11913101,8,1,5.99,5.99
23945728,10642155,8,1,5.99,5.99
24620822,10942344,8,1,5.99,5.99
25167347,11184880,8,1,5.99,5.99
24533209,10903477,8,1,5.99,5.99
28505281,12667160,8,1,5.99,5.99
28226806,12543422,8,1,5.99,5.99
23502208,10445254,8,2,5.99,11.98
25373639,11276186,8,2,5.99,11.98
27694535,12307081,8,2,5.99,11.98
29542963,13128343,8,2,5.99,11.98
24428135,10856483,8,2,5.99,11.98
28949394,12864578,8,2,5.99,11.98
29716289,13205336,8,4,5.99,23.96
15689741,6973795,9,3,4.99,14.97
24466768,10873698,9,5,6.99,34.95
25710817,11425698,9,3,6.99,20.97
28450050,12642662,9,3,6.99,20.97
15573052,6921881,9,1,4.99,4.99
4139094,1841218,9,1,4.99,4.99
4434555,1972385,9,1,4.99,4.99
22142320,9841532,9,1,4.99,4.99
13302738,5913282,9,1,4.99,4.99
15389023,6840097,9,1,4.99,4.99
20198899,8978160,9,1,4.99,4.99
8690645,3863542,9,1,4.99,4.99
30404170,13511391,9,1,6.99,6.99
28576985,12699244,9,1,6.99,6.99
29947171,13307892,9,1,6.99,6.99
27577989,12255418,9,1,6.99,6.99
29512228,13114651,9,1,6.99,6.99
30359264,13491340,9,1,6.99,6.99
23154201,10290354,9,1,6.99,6.99
27216593,12094980,9,1,6.99,6.99
24618242,10941185,9,1,6.99,6.99
25315484,11250368,9,1,6.99,6.99
23269808,10341887,9,1,6.99,6.99
28537232,12681504,9,1,6.99,6.99
27551202,12243505,9,1,6.99,6.99
27035572,12014602,9,1,6.99,6.99
22589803,10039980,9,1,6.99,6.99
29748335,13219501,9,1,6.99,6.99
26336474,11703541,9,1,6.99,6.99
29129556,12944713,9,1,6.99,6.99
28853621,12822172,9,1,6.99,6.99
24038124,10683376,9,1,6.99,6.99
23719998,10542046,9,1,6.99,6.99
29967686,13317019,9,1,6.99,6.99
28578615,12699960,9,1,6.99,6.99
15612709,6939518,9,2,4.99,9.98
23298556,10354745,9,2,6.99,13.98
25256955,11224464,9,2,6.99,13.98
26094039,11595875,9,2,6.99,13.98
30258943,13446776,9,2,6.99,13.98
23140211,10284144,9,2,6.99,13.98
11230324,4993280,9,4,4.99,19.96
4385690,1950516,9,4,4.99,19.96
28924997,12853729,9,4,6.99,27.96
24055910,10691217,9,4,6.99,27.96
23288742,10350357,10,1,3.25,3.25
25260257,11225932,10,1,3.25,3.25
29024118,12897767,10,1,3.25,3.25
27699311,12309209,10,1,3.25,3.25
22931387,10191457,10,1,3.25,3.25
27192807,12084390,10,1,3.25,3.25
28578416,12699873,10,1,3.25,3.25
26259341,11669292,10,1,3.25,3.25
29970523,13318232,10,1,3.25,3.25
30102817,13377159,10,1,3.25,3.25
28330935,12589875,10,1,3.25,3.25
26824781,11920655,10,1,3.25,3.25
24087562,10705437,10,1,3.25,3.25
29533935,13124332,10,1,3.25,3.25
30098799,13375410,10,1,3.25,3.25
27756189,12334497,10,1,3.25,3.25
26896994,11952856,10,1,3.25,3.25
28243603,12550972,10,1,3.25,3.25
23009303,10226005,10,1,3.25,3.25
27507598,12224267,10,1,3.25,3.25
26254518,11667175,10,1,3.25,3.25
29952906,13310447,10,1,3.25,3.25
25397611,11286810,10,1,3.25,3.25
23010628,10226563,10,1,3.25,3.25
23508997,10448266,10,1,3.25,3.25
23893949,10619187,10,1,3.25,3.25
25506283,11335134,10,1,3.25,3.25
26161518,11625881,10,1,3.25,3.25
29394831,13062499,10,1,3.25,3.25
27413013,12182137,10,1,3.25,3.25
26715402,11871893,10,1,3.25,3.25
29228533,12988563,10,1,3.25,3.25
25987128,11548266,10,1,3.25,3.25
28438841,12637711,10,1,3.25,3.25
30258942,13446776,10,2,3.25,6.5
24816170,11029020,10,2,3.25,6.5
28949396,12864578,10,2,3.25,6.5
26080611,11589920,10,2,3.25,6.5
27899100,12398202,10,2,3.25,6.5
24734369,10992718,10,4,3.25,13
27388757,12171351,10,4,3.25,13
25660735,11403490,10,5,3.25,16.25
24011996,10671705,10,5,3.25,16.25
26657951,11846422,10,5,3.25,16.25
27752540,12332896,10,5,3.25,16.25
23614356,10495125,10,5,3.25,16.25
26038549,11571230,10,5,3.25,16.25
23784688,10570837,10,3,3.25,9.75
8808722,3916046,10,3,2.99,8.97
2047219,910788,10,3,2.99,8.97
8784591,3905358,10,1,2.99,2.99
15634719,6949348,10,1,2.99,2.99
17675968,7856863,10,1,2.99,2.99
8791717,3908530,10,1,2.99,2.99
6537453,2907412,10,1,2.99,2.99
17858895,7937997,10,1,2.99,2.99
10870898,4833795,10,2,2.99,5.98
10970264,4878089,10,4,2.99,11.96
24930163,11079532,11,1,3.75,3.75
27728534,12322119,11,1,3.75,3.75
24775857,11011207,11,1,3.75,3.75
27735783,12325306,11,1,3.75,3.75
23918832,10630235,11,1,3.75,3.75
26254830,11667311,11,1,3.75,3.75
27877255,12388431,11,1,3.75,3.75
25573085,11364652,11,1,3.75,3.75
26557259,11801794,11,1,3.75,3.75
25747341,11441990,11,1,3.75,3.75
27106634,12046180,11,1,3.75,3.75
29997293,13330109,11,1,3.75,3.75
23206408,10313685,11,1,3.75,3.75
28807253,12801606,11,1,3.75,3.75
27808932,12357948,11,1,3.75,3.75
26420694,11741136,11,1,3.75,3.75
26492109,11772915,11,1,3.75,3.75
24194764,10753105,11,1,3.75,3.75
24870939,11053394,11,1,3.75,3.75
29405974,13067345,11,1,3.75,3.75
29555647,13133992,11,1,3.75,3.75
26391091,11727901,11,1,3.75,3.75
29855948,13267418,11,1,3.75,3.75
26469178,11762682,11,1,3.75,3.75
25851184,11488200,11,1,3.75,3.75
23440269,10417758,11,1,3.75,3.75
25364358,11272107,11,1,3.75,3.75
23830633,10591091,11,1,3.75,3.75
30070645,13362913,11,1,3.75,3.75
29291514,13016567,11,2,3.75,7.5
26831098,11923427,11,2,3.75,7.5
23785628,10571264,11,2,3.75,7.5
25847134,11486350,11,2,3.75,7.5
30014720,13337884,11,4,3.75,15
24155117,10735651,11,4,3.75,15
22595413,10042484,11,3,3.75,11.25
23614358,10495125,11,5,3.75,18.75
11026690,4903228,11,5,3.99,19.95
2040551,907856,11,1,3.99,3.99
6434060,2861475,11,1,3.99,3.99
17672578,7855324,11,1,3.99,3.99
4178649,1858729,11,1,3.99,3.99
13379167,5947154,11,1,3.99,3.99
1932023,859614,11,1,3.99,3.99
2042203,908582,11,1,3.99,3.99
2052178,913021,11,1,3.99,3.99
6570547,2922053,11,2,3.99,7.98
8890854,3952653,11,2,3.99,7.98
13313481,5918043,11,2,3.99,7.98
13471154,5987927,11,4,3.99,15.96
26145030,11618625,12,1,2.5,2.5
27304032,12133793,12,1,2.5,2.5
25778597,11455896,12,1,2.5,2.5
29211390,12981065,12,1,2.5,2.5
26605950,11823361,12,1,2.5,2.5
29995868,13329478,12,1,2.5,2.5
29626116,13165243,12,1,2.5,2.5
22839645,10150804,12,1,2.5,2.5
29232624,12990404,12,1,2.5,2.5
28226808,12543422,12,1,2.5,2.5
22678104,10079167,12,1,2.5,2.5
24872091,11053923,12,1,2.5,2.5
23740562,10551234,12,1,2.5,2.5
30292409,13461625,12,1,2.5,2.5
27347677,12153215,12,1,2.5,2.5
23686596,10527226,12,1,2.5,2.5
29601487,13154330,12,1,2.5,2.5
26600923,11821167,12,1,2.5,2.5
22899309,10177294,12,1,2.5,2.5
29299153,13020006,12,1,2.5,2.5
29547970,13130582,12,1,2.5,2.5
23091064,10262106,12,1,2.5,2.5
26721576,11874635,12,1,2.5,2.5
30013221,13337247,12,1,2.5,2.5
24407006,10847196,12,1,2.5,2.5
24048121,10687762,12,2,2.5,5
27163863,12071552,12,2,2.5,5
22749494,10110734,12,2,2.5,5
27930303,12411945,12,2,2.5,5
23186781,10304946,12,3,2.5,7.5
22836895,10149619,12,4,2.5,10
23646479,10509337,12,4,2.5,10
30377203,13499343,12,4,2.5,10
28283212,12568523,12,5,2.5,12.5
23181296,10302490,12,5,2.5,12.5
13355327,5936601,12,5,4.99,24.95
4112566,1829480,12,5,4.99,24.95
11168562,4966189,12,1,4.99,4.99
4252594,1891642,12,1,4.99,4.99
22427715,9968096,12,1,4.99,4.99
6395576,2844332,12,1,4.99,4.99
6473563,2879001,12,1,4.99,4.99
22495083,9998038,12,1,4.99,4.99
20011489,8894887,12,1,4.99,4.99
22255208,9891690,12,1,4.99,4.99
17910952,7960969,12,1,4.99,4.99
13454956,5980760,12,1,4.99,4.99
6522349,2900669,12,1,4.99,4.99
15387384,6839362,12,1,4.99,4.99
8629526,3836204,12,2,4.99,9.98
22406453,9958698,12,2,4.99,9.98
22222787,9877231,12,2,4.99,9.98
13469484,5987176,12,4,4.99,19.96
19915302,8852058,13,5,2.99,14.95
24043566,10685773,13,5,2.99,14.95
15689742,6973795,13,3,2.99,8.97
11020351,4900417,13,3,2.99,8.97
29980737,13322758,13,3,2.99,8.97
29980734,13322758,13,3,2.99,8.97
27521222,12230252,13,3,2.99,8.97
6576229,2924547,13,3,2.99,8.97
8854303,3936355,13,1,2.99,2.99
27877256,12388431,13,1,2.99,2.99
26919788,11963039,13,1,2.99,2.99
29218458,12984140,13,1,2.99,2.99
27047835,12020037,13,1,2.99,2.99
17797650,7910578,13,1,2.99,2.99
30398437,13508878,13,1,2.99,2.99
4446800,1977802,13,1,2.99,2.99
28480397,12656119,13,1,2.99,2.99
28912806,12848357,13,1,2.99,2.99
26146873,11619438,13,1,2.99,2.99
13285381,5905522,13,1,2.99,2.99
27646276,12285666,13,1,2.99,2.99
24223785,10765891,13,1,2.99,2.99
30106227,13378723,13,1,2.99,2.99
25181263,11191044,13,1,2.99,2.99
22743630,10108168,13,1,2.99,2.99
29920227,13295884,13,1,2.99,2.99
23802763,10578810,13,1,2.99,2.99
22613492,10050610,13,1,2.99,2.99
26090703,11594364,13,1,2.99,2.99
27304029,12133793,13,1,2.99,2.99
15588364,6928695,13,1,2.99,2.99
22637966,10061288,13,1,2.99,2.99
29451732,13087663,13,1,2.99,2.99
28986181,12880883,13,1,2.99,2.99
22397341,9954722,13,1,2.99,2.99
17795822,7909757,13,1,2.99,2.99
30280151,13456236,13,1,2.99,2.99
28274283,12564554,13,1,2.99,2.99
25484947,11325605,13,1,2.99,2.99
26518341,11784598,13,1,2.99,2.99
6522348,2900669,13,1,2.99,2.99
23273211,10343429,13,2,2.99,5.98
28566472,12694546,13,2,2.99,5.98
17896124,7954379,13,2,2.99,5.98
27576070,12254559,13,2,2.99,5.98
22704004,10090718,13,2,2.99,5.98
29084613,12924536,13,4,2.99,11.96
26334280,11702567,13,4,2.99,11.96
15540971,6907626,13,4,2.99,11.96
2212075,984426,14,5,3.99,19.95
20087641,8928795,14,3,3.99,11.97
23590721,10484549,14,1,3.99,3.99
29584350,13146813,14,1,3.99,3.99
27438313,12193311,14,1,3.99,3.99
11082535,4928151,14,1,3.99,3.99
13285380,5905522,14,1,3.99,3.99
30385593,13503096,14,1,3.99,3.99
8820302,3921136,14,1,3.99,3.99
6390080,2841816,14,1,3.99,3.99
28651098,12732194,14,1,3.99,3.99
17715951,7874457,14,1,3.99,3.99
2115418,941340,14,1,3.99,3.99
15619363,6942497,14,1,3.99,3.99
26647285,11841650,14,1,3.99,3.99
15652872,6957413,14,1,3.99,3.99
29676337,13187594,14,1,3.99,3.99
23965714,10650978,14,1,3.99,3.99
4246151,1888807,14,1,3.99,3.99
28588919,12704494,14,1,3.99,3.99
15410576,6849688,14,1,3.99,3.99
4410408,1961608,14,1,3.99,3.99
30079306,13366729,14,1,3.99,3.99
28438390,12637510,14,1,3.99,3.99
13434083,5971541,14,1,3.99,3.99
2218094,987095,14,1,3.99,3.99
8689640,3863080,14,1,3.99,3.99
26384354,11724855,14,1,3.99,3.99
28589692,12704831,14,1,3.99,3.99
26534249,11791607,14,1,3.99,3.99
29156066,12956568,14,1,3.99,3.99
11099828,4935830,14,1,3.99,3.99
24305181,10801981,14,1,3.99,3.99
25077411,11144987,14,1,3.99,3.99
22610361,10049173,14,2,3.99,7.98
26465723,11761163,14,2,3.99,7.98
6744450,2999085,14,2,3.99,7.98
25564471,11360793,14,2,3.99,7.98
29029919,12900306,14,2,3.99,7.98
23273213,10343429,14,2,3.99,7.98
26665071,11849600,14,2,3.99,7.98
26831099,11923427,14,2,3.99,7.98
26755723,11889831,14,2,3.99,7.98
23869449,10608273,14,4,3.99,15.96
22468058,9986060,15,5,4.99,24.95
28697917,12752972,15,5,4.99,24.95
24661630,10960455,15,3,4.99,14.97
22310659,9916313,15,1,4.99,4.99
17841130,7930063,15,1,4.99,4.99
24117850,10718996,15,1,4.99,4.99
23529526,10457329,15,1,4.99,4.99
24888809,11061270,15,1,4.99,4.99
22275087,9900572,15,1,4.99,4.99
26476865,11766110,15,1,4.99,4.99
20244205,8998425,15,1,4.99,4.99
13484609,5993939,15,1,4.99,4.99
13262606,5895488,15,1,4.99,4.99
30383775,13502285,15,1,4.99,4.99
23705549,10535603,15,1,4.99,4.99
22589865,10040004,15,1,4.99,4.99
11015577,4898319,15,1,4.99,4.99
23696464,10531578,15,1,4.99,4.99
26284179,11680328,15,1,4.99,4.99
22837519,10149896,15,1,4.99,4.99
15706519,6981316,15,1,4.99,4.99
28438840,12637711,15,1,4.99,4.99
20079532,8925202,15,1,4.99,4.99
10967869,4877015,15,1,4.99,4.99
26244883,11662963,15,1,4.99,4.99
