order_id,location_id,customer_id,order_datetime,order_completion_datetime
10983176,2,6529,2024-02-05 03:28:18.628451 UTC,2024-02-05 03:29:23.628451 UTC
13315813,2,9670,2024-07-09 15:31:18.628451 UTC,2024-07-09 15:42:42.628451 UTC
7935776,2,1201,2023-10-13 19:55:10.93634 UTC,2023-10-13 20:02:22.93634 UTC
9920868,2,3012,2023-10-02 08:51:18.628451 UTC,2023-10-02 08:54:39.628451 UTC
4976374,2,9659,2023-11-13 13:32:19.789965 UTC,2023-11-13 13:40:07.789965 UTC
12771153,2,3443,2024-06-03 08:46:18.628451 UTC,2024-06-03 08:51:31.628451 UTC
12537783,2,9791,2024-05-18 18:17:18.628451 UTC,2024-05-18 18:21:01.628451 UTC
10205020,2,9126,2023-12-15 07:48:18.628451 UTC,2023-12-15 07:57:46.628451 UTC
1870927,2,3098,2023-08-25 16:57:58.052641 UTC,2023-08-25 17:08:46.052641 UTC
6854602,2,3131,2023-08-12 18:02:33.269681 UTC,2023-08-12 18:15:27.269681 UTC
12358354,2,2048,2024-05-06 19:03:18.628451 UTC,2024-05-06 19:06:23.628451 UTC
11823361,2,4972,2024-04-01 04:18:18.628451 UTC,2024-04-01 04:33:00.628451 UTC
11288190,2,1613,2024-02-25 11:37:18.628451 UTC,2024-02-25 11:51:01.628451 UTC
2977977,2,7530,2023-11-14 19:40:18.81691 UTC,2023-11-14 19:40:22.81691 UTC
10546467,2,4806,2024-01-07 01:12:18.628451 UTC,2024-01-07 01:16:40.628451 UTC
9934337,2,5578,2023-10-12 14:00:18.628451 UTC,2023-10-12 14:05:13.628451 UTC
6838655,2,1366,2023-07-31 15:52:33.269681 UTC,2023-07-31 16:05:18.269681 UTC
13264148,2,6691,2024-07-06 04:49:18.628451 UTC,2024-07-06 04:50:46.628451 UTC
11517581,2,1427,2024-03-11 18:53:18.628451 UTC,2024-03-11 18:56:43.628451 UTC
6897714,2,5315,2023-09-14 19:49:33.269681 UTC,2023-09-14 20:00:15.269681 UTC
11268360,2,7216,2024-02-24 04:13:18.628451 UTC,2024-02-24 04:18:43.628451 UTC
3879546,2,7309,2023-09-01 06:39:30.719616 UTC,2023-09-01 06:52:38.719616 UTC
12435027,2,2216,2024-05-11 21:58:18.628451 UTC,2024-05-11 22:05:18.628451 UTC
11029959,2,685,2024-02-08 06:37:18.628451 UTC,2024-02-08 06:44:42.628451 UTC
10012648,2,1605,2023-12-02 10:42:18.628451 UTC,2023-12-02 10:51:20.628451 UTC
13491435,2,3278,2024-07-21 08:45:18.628451 UTC,2024-07-21 08:49:55.628451 UTC
10741815,2,4116,2024-01-20 02:23:18.628451 UTC,2024-01-20 02:34:01.628451 UTC
11868191,2,3117,2024-04-04 04:04:18.628451 UTC,2024-04-04 04:12:22.628451 UTC
9879896,2,7505,2023-08-31 23:48:18.628451 UTC,2023-09-01 00:02:17.628451 UTC
12826217,2,3543,2024-06-07 00:17:18.628451 UTC,2024-06-07 00:24:08.628451 UTC
11573956,2,1418,2024-03-15 12:57:18.628451 UTC,2024-03-15 13:08:12.628451 UTC
13483306,2,77,2024-07-20 19:26:18.628451 UTC,2024-07-20 19:29:53.628451 UTC
12096616,2,5698,2024-04-19 08:39:18.628451 UTC,2024-04-19 08:45:45.628451 UTC
11588589,2,10494,2024-03-16 12:43:18.628451 UTC,2024-03-16 12:55:17.628451 UTC
10538406,2,7990,2024-01-06 12:10:18.628451 UTC,2024-01-06 12:10:20.628451 UTC
13253044,2,4863,2024-07-05 10:58:18.628451 UTC,2024-07-05 11:06:55.628451 UTC
11300751,2,5638,2024-02-26 07:53:18.628451 UTC,2024-02-26 08:04:28.628451 UTC
10582047,2,1430,2024-01-09 10:04:18.628451 UTC,2024-01-09 10:18:07.628451 UTC
10902211,2,3805,2024-01-30 17:57:18.628451 UTC,2024-01-30 17:59:59.628451 UTC
10828725,2,10653,2024-01-25 20:54:18.628451 UTC,2024-01-25 21:01:54.628451 UTC
13244818,2,1540,2024-07-04 21:47:18.628451 UTC,2024-07-04 21:56:13.628451 UTC
13409042,2,3861,2024-07-15 21:00:18.628451 UTC,2024-07-15 21:13:55.628451 UTC
12391285,2,7787,2024-05-08 23:42:18.628451 UTC,2024-05-08 23:55:11.628451 UTC
12814267,2,382,2024-06-06 05:12:18.628451 UTC,2024-06-06 05:20:00.628451 UTC
11849289,2,8900,2024-04-02 21:59:18.628451 UTC,2024-04-02 22:00:17.628451 UTC
5957654,2,9474,2023-10-30 10:43:46.226714 UTC,2023-10-30 10:50:08.226714 UTC
10031151,2,3918,2023-12-03 16:17:18.628451 UTC,2023-12-03 16:28:00.628451 UTC
2931447,2,9678,2023-10-10 10:57:18.81691 UTC,2023-10-10 10:59:48.81691 UTC
10825926,2,8206,2024-01-25 16:24:18.628451 UTC,2024-01-25 16:25:03.628451 UTC
11685430,2,4135,2024-03-22 23:32:18.628451 UTC,2024-03-22 23:36:26.628451 UTC
12412487,2,2874,2024-05-10 09:56:18.628451 UTC,2024-05-10 10:02:48.628451 UTC
6894861,2,2753,2023-09-12 14:14:33.269681 UTC,2023-09-12 14:28:15.269681 UTC
12226670,2,6193,2024-04-27 23:56:18.628451 UTC,2024-04-28 00:08:51.628451 UTC
11667175,2,583,2024-03-21 18:13:18.628451 UTC,2024-03-21 18:27:35.628451 UTC
10292708,2,9487,2023-12-21 04:15:18.628451 UTC,2023-12-21 04:27:27.628451 UTC
3894926,2,1680,2023-09-12 23:03:30.719616 UTC,2023-09-12 23:13:59.719616 UTC
10091413,2,5138,2023-12-07 16:40:18.628451 UTC,2023-12-07 16:51:14.628451 UTC
11207868,2,2831,2024-02-20 03:40:18.628451 UTC,2024-02-20 03:43:31.628451 UTC
10982713,3,7898,2024-02-05 02:44:18.628451 UTC,2024-02-05 02:48:16.628451 UTC
11369549,3,923,2024-03-01 21:47:18.628451 UTC,2024-03-01 21:52:58.628451 UTC
12712492,3,8237,2024-05-30 10:32:18.628451 UTC,2024-05-30 10:42:44.628451 UTC
11221838,3,9745,2024-02-21 01:51:18.628451 UTC,2024-02-21 02:05:00.628451 UTC
12437663,3,278,2024-05-12 02:10:18.628451 UTC,2024-05-12 02:17:52.628451 UTC
11796859,3,779,2024-03-30 09:36:18.628451 UTC,2024-03-30 09:44:13.628451 UTC
10853442,3,5386,2024-01-27 12:30:18.628451 UTC,2024-01-27 12:39:38.628451 UTC
6973795,3,440,2023-11-11 19:19:33.269681 UTC,2023-11-11 19:31:10.269681 UTC
13187594,3,4228,2024-07-01 02:39:18.628451 UTC,2024-07-01 02:47:43.628451 UTC
10464357,3,4,2024-01-01 14:12:18.628451 UTC,2024-01-01 14:23:17.628451 UTC
12511686,3,3628,2024-05-17 00:43:18.628451 UTC,2024-05-17 00:47:09.628451 UTC
10577850,3,4903,2024-01-09 03:27:18.628451 UTC,2024-01-09 03:29:24.628451 UTC
4933279,3,3617,2023-10-11 23:28:19.789965 UTC,2023-10-11 23:36:58.789965 UTC
13493829,3,1953,2024-07-21 12:40:18.628451 UTC,2024-07-21 12:53:32.628451 UTC
828914,3,4030,2023-07-24 09:16:47.952295 UTC,2023-07-24 09:31:03.952295 UTC
12246206,3,4122,2024-04-29 07:15:18.628451 UTC,2024-04-29 07:15:55.628451 UTC
2833092,3,870,2023-07-28 00:27:18.81691 UTC,2023-07-28 00:42:12.81691 UTC
13337087,3,5876,2024-07-11 01:47:18.628451 UTC,2024-07-11 01:55:11.628451 UTC
2830816,3,10030,2023-07-26 08:33:18.81691 UTC,2023-07-26 08:39:23.81691 UTC
13077584,3,10166,2024-06-23 19:36:18.628451 UTC,2024-06-23 19:39:49.628451 UTC
9996928,3,1215,2023-11-29 06:54:18.628451 UTC,2023-11-29 06:59:03.628451 UTC
11269631,3,2640,2024-02-24 06:12:18.628451 UTC,2024-02-24 06:24:38.628451 UTC
11078362,3,4689,2024-02-11 12:21:18.628451 UTC,2024-02-11 12:27:45.628451 UTC
881080,3,6084,2023-09-02 04:11:47.952295 UTC,2023-09-02 04:15:34.952295 UTC
835499,3,6194,2023-07-29 09:39:47.952295 UTC,2023-07-29 09:40:18.952295 UTC
12908313,3,4356,2024-06-12 12:11:18.628451 UTC,2024-06-12 12:20:13.628451 UTC
2834441,3,796,2023-07-29 00:47:18.81691 UTC,2023-07-29 00:54:58.81691 UTC
12320526,3,9489,2024-05-04 06:29:18.628451 UTC,2024-05-04 06:41:30.628451 UTC
12327911,3,5762,2024-05-04 18:12:18.628451 UTC,2024-05-04 18:24:54.628451 UTC
10632289,3,4612,2024-01-12 18:42:18.628451 UTC,2024-01-12 18:55:57.628451 UTC
11994918,3,7801,2024-04-12 14:22:18.628451 UTC,2024-04-12 14:34:18.628451 UTC
11917938,3,2194,2024-04-07 12:02:18.628451 UTC,2024-04-07 12:11:56.628451 UTC
13369914,3,9526,2024-07-13 06:26:18.628451 UTC,2024-07-13 06:27:20.628451 UTC
8909583,3,9090,2023-09-23 15:01:34.749663 UTC,2023-09-23 15:05:44.749663 UTC
10403401,3,3882,2023-12-28 13:08:18.628451 UTC,2023-12-28 13:17:37.628451 UTC
12396336,3,9846,2024-05-09 07:45:18.628451 UTC,2024-05-09 07:52:01.628451 UTC
10655008,3,2405,2024-01-14 07:25:18.628451 UTC,2024-01-14 07:35:44.628451 UTC
11803600,3,7073,2024-03-30 20:31:18.628451 UTC,2024-03-30 20:34:55.628451 UTC
6836658,3,6509,2023-07-30 03:04:33.269681 UTC,2023-07-30 03:16:26.269681 UTC
11823806,3,2775,2024-04-01 05:01:18.628451 UTC,2024-04-01 05:02:12.628451 UTC
12775072,3,3374,2024-06-03 15:01:18.628451 UTC,2024-06-03 15:01:54.628451 UTC
13471161,3,9776,2024-07-19 23:57:18.628451 UTC,2024-07-19 23:59:35.628451 UTC
995128,3,2117,2023-11-27 19:19:47.952295 UTC,2023-11-27 19:24:31.952295 UTC
12685659,3,10209,2024-05-28 15:29:18.628451 UTC,2024-05-28 15:40:33.628451 UTC
10050268,3,8267,2023-12-04 23:06:18.628451 UTC,2023-12-04 23:08:13.628451 UTC
8909670,3,3323,2023-09-23 17:03:34.749663 UTC,2023-09-23 17:11:36.749663 UTC
10974879,3,4399,2024-02-04 14:11:18.628451 UTC,2024-02-04 14:26:06.628451 UTC
6902818,3,4841,2023-09-18 17:02:33.269681 UTC,2023-09-18 17:13:36.269681 UTC
10048837,3,8285,2023-12-04 20:53:18.628451 UTC,2023-12-04 20:56:02.628451 UTC
12719810,3,1725,2024-05-30 22:26:18.628451 UTC,2024-05-30 22:29:27.628451 UTC
10755480,3,7,2024-01-21 00:18:18.628451 UTC,2024-01-21 00:30:17.628451 UTC
12505552,3,4970,2024-05-16 14:52:18.628451 UTC,2024-05-16 14:55:48.628451 UTC
10406032,3,7209,2023-12-28 17:15:18.628451 UTC,2023-12-28 17:23:24.628451 UTC
12434030,3,1865,2024-05-11 20:23:18.628451 UTC,2024-05-11 20:33:35.628451 UTC
11167538,3,5819,2024-02-17 10:46:18.628451 UTC,2024-02-17 10:53:46.628451 UTC
13510378,3,7109,2024-07-22 15:03:18.628451 UTC,2024-07-22 15:09:39.628451 UTC
12645404,3,5522,2024-05-25 22:37:18.628451 UTC,2024-05-25 22:48:37.628451 UTC
11643436,3,6104,2024-03-20 04:16:18.628451 UTC,2024-03-20 04:22:13.628451 UTC
6967099,3,3268,2023-11-06 16:57:33.269681 UTC,2023-11-06 17:05:27.269681 UTC
10459955,3,3325,2024-01-01 07:06:18.628451 UTC,2024-01-01 07:19:33.628451 UTC
9862542,3,3370,2023-08-18 16:11:18.628451 UTC,2023-08-18 16:15:09.628451 UTC
11692111,3,6843,2024-03-23 10:06:18.628451 UTC,2024-03-23 10:09:22.628451 UTC
10191983,3,2056,2023-12-14 10:41:18.628451 UTC,2023-12-14 10:56:15.628451 UTC
1937079,3,1130,2023-10-14 19:26:58.052641 UTC,2023-10-14 19:38:19.052641 UTC
903689,3,7900,2023-09-19 08:52:47.952295 UTC,2023-09-19 09:00:25.952295 UTC
8979412,3,2407,2023-11-15 21:58:34.749663 UTC,2023-11-15 22:08:19.749663 UTC
5855942,3,9633,2023-08-14 05:18:46.226714 UTC,2023-08-14 05:29:16.226714 UTC
12745947,3,9388,2024-06-01 16:11:18.628451 UTC,2024-06-01 16:23:55.628451 UTC
5967991,3,3301,2023-11-07 08:54:46.226714 UTC,2023-11-07 09:04:57.226714 UTC
12018807,3,7952,2024-04-14 04:04:18.628451 UTC,2024-04-14 04:13:41.628451 UTC
10591341,3,6151,2024-01-10 01:04:18.628451 UTC,2024-01-10 01:14:52.628451 UTC
11549170,3,4029,2024-03-13 21:20:18.628451 UTC,2024-03-13 21:24:42.628451 UTC
9986287,3,2252,2023-11-21 05:14:18.628451 UTC,2023-11-21 05:17:49.628451 UTC
12168072,3,5547,2024-04-24 02:26:18.628451 UTC,2024-04-24 02:27:35.628451 UTC
4967261,3,5995,2023-11-06 15:51:19.789965 UTC,2023-11-06 16:02:47.789965 UTC
1849956,3,1148,2023-08-09 16:30:58.052641 UTC,2023-08-09 16:33:41.052641 UTC
3948600,3,2918,2023-10-23 15:58:30.719616 UTC,2023-10-23 16:04:22.719616 UTC
13030448,3,3196,2024-06-20 15:34:18.628451 UTC,2024-06-20 15:45:28.628451 UTC
7887369,3,4915,2023-09-07 02:15:10.93634 UTC,2023-09-07 02:26:23.93634 UTC
6958921,3,1567,2023-10-31 14:05:33.269681 UTC,2023-10-31 14:17:58.269681 UTC
1940017,3,9089,2023-10-17 01:24:58.052641 UTC,2023-10-17 01:25:50.052641 UTC
11534339,3,10074,2024-03-12 21:38:18.628451 UTC,2024-03-12 21:42:50.628451 UTC
2845394,3,5763,2023-08-06 07:33:18.81691 UTC,2023-08-06 07:38:04.81691 UTC
11881416,3,680,2024-04-05 01:19:18.628451 UTC,2024-04-05 01:26:22.628451 UTC
10004191,3,10287,2023-12-01 21:05:18.628451 UTC,2023-12-01 21:14:38.628451 UTC
12259839,3,5750,2024-04-30 05:19:18.628451 UTC,2024-04-30 05:25:21.628451 UTC
13219501,3,3944,2024-07-03 05:56:18.628451 UTC,2024-07-03 06:05:59.628451 UTC
12940071,3,10445,2024-06-14 14:58:18.628451 UTC,2024-06-14 15:09:38.628451 UTC
12480209,3,10648,2024-05-14 22:26:18.628451 UTC,2024-05-14 22:34:14.628451 UTC
9863397,3,9601,2023-08-19 08:04:18.628451 UTC,2023-08-19 08:14:56.628451 UTC
12213486,3,6578,2024-04-27 02:57:18.628451 UTC,2024-04-27 03:06:03.628451 UTC
8978160,3,10149,2023-11-14 22:04:34.749663 UTC,2023-11-14 22:16:06.749663 UTC
11695603,3,748,2024-03-23 15:39:18.628451 UTC,2024-03-23 15:40:17.628451 UTC
13125975,3,989,2024-06-27 00:37:18.628451 UTC,2024-06-27 00:51:30.628451 UTC
1890767,3,1148,2023-09-09 15:50:58.052641 UTC,2023-09-09 15:59:50.052641 UTC
10620496,3,7983,2024-01-11 23:55:18.628451 UTC,2024-01-12 00:01:22.628451 UTC
12545342,3,7243,2024-05-19 06:36:18.628451 UTC,2024-05-19 06:45:18.628451 UTC
12990404,3,1654,2024-06-17 23:30:18.628451 UTC,2024-06-17 23:42:44.628451 UTC
1959994,3,4413,2023-11-01 03:35:58.052641 UTC,2023-11-01 03:44:41.052641 UTC
11239245,3,8498,2024-02-22 05:42:18.628451 UTC,2024-02-22 05:47:01.628451 UTC
12721367,3,10319,2024-05-31 00:56:18.628451 UTC,2024-05-31 01:04:43.628451 UTC
8941823,3,227,2023-10-18 02:01:34.749663 UTC,2023-10-18 02:15:23.749663 UTC
12145447,3,8149,2024-04-22 14:36:18.628451 UTC,2024-04-22 14:45:20.628451 UTC
12715624,3,7219,2024-05-30 15:39:18.628451 UTC,2024-05-30 15:42:50.628451 UTC
1849939,3,7967,2023-08-09 16:11:58.052641 UTC,2023-08-09 16:24:02.052641 UTC
5858867,3,9332,2023-08-16 10:08:46.226714 UTC,2023-08-16 10:19:49.226714 UTC
5834155,3,176,2023-07-28 14:12:46.226714 UTC,2023-07-28 14:14:36.226714 UTC
13391288,3,3937,2024-07-14 16:43:18.628451 UTC,2024-07-14 16:53:05.628451 UTC
12197317,4,1477,2024-04-26 01:17:18.628451 UTC,2024-04-26 01:20:27.628451 UTC
12441446,4,2152,2024-05-12 08:07:18.628451 UTC,2024-05-12 08:07:35.628451 UTC
11889214,4,3211,2024-04-05 13:53:18.628451 UTC,2024-04-05 13:59:44.628451 UTC
4867909,4,1637,2023-08-23 10:47:19.789965 UTC,2023-08-23 10:54:28.789965 UTC
11529405,4,5762,2024-03-12 13:38:18.628451 UTC,2024-03-12 13:39:03.628451 UTC
12075971,4,19,2024-04-17 23:17:18.628451 UTC,2024-04-17 23:31:42.628451 UTC
10735651,4,3509,2024-01-19 16:35:18.628451 UTC,2024-01-19 16:40:11.628451 UTC
8938806,4,3202,2023-10-15 17:35:34.749663 UTC,2023-10-15 17:36:20.749663 UTC
11932968,4,7638,2024-04-08 11:40:18.628451 UTC,2024-04-08 11:50:32.628451 UTC
11627823,4,4169,2024-03-19 03:10:18.628451 UTC,2024-03-19 03:13:53.628451 UTC
11250890,4,6838,2024-02-23 00:26:18.628451 UTC,2024-02-23 00:31:30.628451 UTC
12177805,4,10632,2024-04-24 17:49:18.628451 UTC,2024-04-24 17:52:22.628451 UTC
864611,4,10605,2023-08-20 15:06:47.952295 UTC,2023-08-20 15:19:30.952295 UTC
12433735,4,5069,2024-05-11 19:51:18.628451 UTC,2024-05-11 19:59:26.628451 UTC
10452655,4,8434,2023-12-31 19:23:18.628451 UTC,2023-12-31 19:29:29.628451 UTC
11156470,4,6992,2024-02-16 16:56:18.628451 UTC,2024-02-16 16:58:44.628451 UTC
1935594,4,7385,2023-10-13 16:34:58.052641 UTC,2023-10-13 16:48:04.052641 UTC
12519056,4,180,2024-05-17 12:34:18.628451 UTC,2024-05-17 12:39:51.628451 UTC
5919881,4,7719,2023-10-01 22:15:46.226714 UTC,2023-10-01 22:21:45.226714 UTC
12664018,4,2349,2024-05-27 04:35:18.628451 UTC,2024-05-27 04:44:49.628451 UTC
11381722,4,8932,2024-03-02 17:18:18.628451 UTC,2024-03-02 17:29:40.628451 UTC
1991427,4,6166,2023-11-25 01:31:58.052641 UTC,2023-11-25 01:41:01.052641 UTC
10401523,4,3875,2023-12-28 10:10:18.628451 UTC,2023-12-28 10:14:01.628451 UTC
12016690,4,4238,2024-04-14 00:42:18.628451 UTC,2024-04-14 00:56:55.628451 UTC
13322758,4,9695,2024-07-10 02:56:18.628451 UTC,2024-07-10 03:01:04.628451 UTC
11428380,4,775,2024-03-05 19:46:18.628451 UTC,2024-03-05 19:59:20.628451 UTC
13527463,4,1802,2024-07-23 18:09:18.628451 UTC,2024-07-23 18:10:53.628451 UTC
11080485,4,5896,2024-02-11 15:47:18.628451 UTC,2024-02-11 15:49:19.628451 UTC
1908549,4,4452,2023-09-23 02:27:58.052641 UTC,2023-09-23 02:35:56.052641 UTC
7979132,4,8420,2023-11-15 15:54:10.93634 UTC,2023-11-15 16:09:08.93634 UTC
13435627,4,7594,2024-07-17 15:05:18.628451 UTC,2024-07-17 15:06:09.628451 UTC
11314360,4,4988,2024-02-27 05:45:18.628451 UTC,2024-02-27 06:00:16.628451 UTC
10888283,4,4091,2024-01-29 20:14:18.628451 UTC,2024-01-29 20:16:13.628451 UTC
8962410,4,9828,2023-11-02 19:03:34.749663 UTC,2023-11-02 19:18:08.749663 UTC
12114897,4,7092,2024-04-20 13:52:18.628451 UTC,2024-04-20 13:52:33.628451 UTC
11364057,4,1956,2024-03-01 13:04:18.628451 UTC,2024-03-01 13:18:13.628451 UTC
11833248,4,3829,2024-04-01 20:13:18.628451 UTC,2024-04-01 20:22:09.628451 UTC
3984883,4,4407,2023-11-20 05:44:30.719616 UTC,2023-11-20 05:45:45.719616 UTC
11791607,4,504,2024-03-30 01:12:18.628451 UTC,2024-03-30 01:19:10.628451 UTC
3949644,4,4635,2023-10-24 09:42:30.719616 UTC,2023-10-24 09:48:19.719616 UTC
13241528,4,6574,2024-07-04 16:28:18.628451 UTC,2024-07-04 16:30:21.628451 UTC
